1.ID,2.Annotation,3.Chromsome,4.Start,5.End,6.Strand,7.GC,8.Identity,9.z_score,10.SCI,11.tblastx_score,12.polyA_RNAseq_MAX,13.small_RNAseq_SUM,14.small_RNAseq_MAX,15.Array_totalRNA_MAX,16.Array_polyA_MAX,17.Array_nonpolyA_MAX,18.histone_mark_only_clusters
bins_13289406,five_prime_UTR,chr1,149563900,149564028,-,0.457364341085271,63.70,-0.72,0.35,0.535322,0.393083,0,0,892.612068965517,846.508620689655,212.775862068966,7;6;
bins_639824,exon_CCDS,chr1,157181337,157181460,+,0.532258064516129,69.35,-0.10,0.47,0.788753,0.247900,0,0,1991.89655172414,4033.5,380.5,no_match
bins_910040,ancestral_repeat,chr1,210928043,210928179,+,0.35036496350365,45.99,-1.45,0.49,0.432703,0.188935,0,0,0,0,0,no_match
bins_13366694,ancestral_repeat,chr1,165334933,165335005,-,0.26027397260274,68.35,-0.46,0.73,0.44477,0,0,0,0,0,0,no_match
bins_13205204,ancestral_repeat,chr1,110237725,110237854,-,0.569230769230769,58.09,-0.08,0.15,0.452746,0,0,0,0,0,0,no_match
bins_620940,exon_CCDS,chr1,152588018,152588109,+,0.630434782608696,89.13,-1.23,0.83,0.803321,2.406063,0,0,1058.8125,1499.54166666667,398.270833333333,no_match
bins_13680033,exon_CCDS,chr1,233343779,233343863,-,0.435294117647059,82.35,-0.93,0.66,0.700668,2.642221,0,0,2904.6796875,8930.8515625,2130.730625,no_match
bins_13581048,ancestral_repeat,chr1,208269368,208269513,-,0.328767123287671,55.41,0.69,0.30,0.474644,0,0,0,0,0,0,no_match
bins_13443207,ancestral_repeat,chr1,180168959,180169090,-,0.356060606060606,53.96,0.48,0.34,0.33358,0,0,0,0,0,0,no_match
bins_498461,ancestral_repeat,chr1,103759351,103759498,+,0.351351351351351,59.46,-0.84,0.43,0.295997,0,0,0,0,0,0,no_match
bins_839764,ancestral_repeat,chr1,198509111,198509204,+,0.393617021276596,46.49,-3.30,0.23,0,0.004404,0,0,96.3214285714286,122.821428571429,81.5,no_match
bins_12977013,three_prime_UTR,chr1,62692937,62693041,-,0.314285714285714,32.87,1.41,-0.00,0.547612,0.030990,0,0,68,35.4078947368421,35.1973684210526,no_match
bins_13516903,ancestral_repeat,chr1,197533714,197533851,-,0.391304347826087,53.62,-1.74,0.25,0.497949,0.029881,0,0,0,0,0,no_match
bins_12855905,three_prime_UTR,chr1,39861808,39861943,-,0.455882352941176,59.12,-0.18,0.38,0.382273,0.706577,0,0,0,0,0,no_match
bins_12799023,three_prime_UTR,chr1,27811336,27811456,-,0.413223140495868,57.02,-0.82,0.40,0.194669,0.532352,0,0,625.144230769231,464.432692307692,170.692307692308,no_match
bins_613964,three_prime_UTR,chr1,150915629,150915693,+,0.369230769230769,57.83,-1.10,0.02,0.311257,0,0,0,65.9285714285714,82.9642857142857,23.2261904761905,no_match
bins_223199,ancestral_repeat,chr1,49465059,49465204,+,0.404109589041096,60.67,-1.42,0.48,0.364266,0.007562,0,0,0,0,0,no_match
bins_12695116,exon_CCDS,chr1,3416270,3416329,-,0.733333333333333,71.67,0.83,0.46,0.475792,0.597015,0,0,184.352941176471,169.794117647059,76.6176470588235,no_match
bins_210683,ancestral_repeat,chr1,47629461,47629590,+,0.469230769230769,65.94,-0.46,0.60,0.335153,0.026734,0,0,0,0,0,no_match
bins_70958,exon_CCDS,chr1,17443152,17443301,+,0.6,82.67,-0.41,0.80,1.36688,0.027704,0,0,222.328571428571,382.357142857143,115.557142857143,no_match
bins_13226589,exon_CCDS,chr1,114057411,114057555,-,0.4,88.28,-0.51,0.63,1.13276,0.498201,0,0,763.5,773.4453125,225.7890625,no_match
bins_239223,ancestral_repeat,chr1,53629860,53630006,+,0.530612244897959,59.86,0.28,0.49,0.369195,0,0,0,73.7941176470588,99.7132352941177,67.3823529411765,no_match
bins_12897190,ancestral_repeat,chr1,48243514,48243643,-,0.523076923076923,44.93,-1.71,0.33,0.656577,0.012051,0,0,0,0,0,no_match
bins_12806543,ancestral_repeat,chr1,30080064,30080142,-,0.531645569620253,44.55,-1.42,0.61,0,0,0,0,187.53125,20.90625,33.125,no_match
bins_152940,exon_CCDS,chr1,36070240,36070377,+,0.463768115942029,90.58,0.17,0.75,1.20336,0.429357,0,0,208.637096774194,308.951612903226,141.25,no_match
bins_546346,exon_CCDS,chr1,114296903,114297040,+,0.427536231884058,93.57,-0.58,0.95,1.19696,0.385669,0,0,1350.85,3001.58333333333,1018.05,no_match
bins_12803509,three_prime_UTR,chr1,29346962,29347094,-,0.338345864661654,83.70,-0.20,0.51,0.565114,3.536205,0,0,1273.53846153846,2440.44230769231,173.336538461538,no_match
bins_661693,exon_CCDS,chr1,161309838,161309964,+,0.409448818897638,85.04,-0.43,0.70,1.03598,1.865211,0,0,26.4666666666667,113.6,33.9833333333333,no_match
bins_12982386,ancestral_repeat,chr1,63845869,63845980,-,0.339285714285714,63.71,0.44,0.34,0.48501,0.096419,0,0,69.625,87.5833333333333,92.0416666666667,no_match
bins_693435,ancestral_repeat,chr1,166965853,166965946,+,0.297872340425532,50.52,-0.11,0.20,0,0,0,0,0,0,0,no_match
bins_12894379,ancestral_repeat,chr1,47931001,47931125,-,0.376,56.25,-1.65,0.35,0,0.004171,0,0,49.2272727272727,42.875,97.9318181818182,no_match
bins_305502,ancestral_repeat,chr1,64524067,64524209,+,0.370629370629371,45.95,-1.02,0.21,0.422198,0,0,0,0,0,0,no_match
bins_1004472,exon_CCDS,chr1,235054030,235054144,+,0.373913043478261,92.17,-0.03,0.73,1.02094,0.274472,0,0,1111.22222222222,1476.19444444444,559.472222222222,no_match
bins_254750,ancestral_repeat,chr1,56413231,56413378,+,0.378378378378378,52.35,-0.31,0.43,0.34384,0,0,0,0,0,0,no_match
bins_308228,ancestral_repeat,chr1,64970415,64970551,+,0.416058394160584,59.86,-0.83,0.33,0.546275,0,0,0,0,0,0,no_match
bins_13548529,ancestral_repeat,chr1,203012517,203012662,-,0.410958904109589,64.86,-1.00,0.36,0.362319,0.011133,0,0,0,0,0,no_match
bins_13261469,ancestral_repeat,chr1,120467906,120468046,-,0.468085106382979,37.33,-0.80,0.39,0,0,0,0,0,0,0,no_match
bins_973858,three_prime_UTR,chr1,224321390,224321465,+,0.315789473684211,49.43,-0.35,-0.00,0,0.327242,0,0,614.125,609.5375,142.4375,no_match
bins_81680,ancestral_repeat,chr1,19660750,19660882,+,0.390977443609023,52.41,0.28,0.38,0.309101,0.156215,0,0,91.85,9,66.125,no_match
bins_380308,ancestral_repeat,chr1,81193153,81193292,+,0.3,61.49,0.26,0.24,0.359408,0,0,0,0,0,0,no_match
bins_1047971,three_prime_UTR,chr1,246109951,246110088,+,0.347826086956522,62.41,-0.39,0.39,0.47909,0.385339,0,0,217.875,206.625,53.625,no_match
bins_13478300,ancestral_repeat,chr1,187842939,187843079,-,0.290780141843972,64.54,-0.71,0.38,0.407499,0.005764,0,0,0,0,0,no_match
bins_13653996,ancestral_repeat,chr1,223975255,223975392,-,0.434782608695652,63.04,-0.29,0.55,0.561548,0.074591,0,0,0,0,0,no_match
bins_518364,three_prime_UTR,chr1,109274381,109274455,+,0.213333333333333,58.44,1.09,0.30,0,1.093714,1.390,16.949,602.026315789474,901.815789473684,172.276315789474,no_match
bins_133817,exon_CCDS,chr1,32440107,32440241,+,0.659259259259259,86.76,-0.53,0.62,1.12609,4.725676,0,0,794.5625,3618.0625,367.53125,no_match
bins_262546,ancestral_repeat,chr1,57457834,57457961,+,0.46875,52.67,-0.46,0.34,0.524017,0,0,0,0,0,0,no_match
bins_13554560,five_prime_UTR,chr1,203867650,203867769,-,0.766666666666667,62.50,0.56,0.60,0.376,1.320506,0,0,141.857142857143,488.1875,108.357142857143,no_match
bins_436267,ancestral_repeat,chr1,90676302,90676447,+,0.342465753424658,58.39,-1.20,0.42,0,0,0,0,0,0,0,no_match
bins_12844945,three_prime_UTR,chr1,37850684,37850756,-,0.589041095890411,64.38,0.22,0.44,0.237651,0.283418,0,0,96.1538461538462,110.538461538462,65.1346153846154,no_match
bins_1004854,three_prime_UTR,chr1,235129815,235129938,+,0.379032258064516,47.58,-0.88,0.05,0,1.649594,0,0,0,0,0,no_match
bins_13207802,ancestral_repeat,chr1,110540890,110541020,-,0.312977099236641,62.22,-0.25,0.27,0.525554,0.002530,0,0,0,0,0,no_match
bins_13682615,exon_CCDS,chr1,234039673,234039811,-,0.410071942446043,87.77,-0.41,0.78,1.13934,0.086055,0,0,130.209677419355,468.983870967742,587.709677419355,no_match
bins_12767963,ancestral_repeat,chr1,20745879,20745966,-,0.556818181818182,60.00,-1.32,0.58,0.598333,0.002690,0,0,0,0,0,no_match
bins_13681135,exon_CCDS,chr1,233695598,233695671,-,0.5,89.19,-1.29,0.66,0.628994,0.602537,0,0,631.904761904762,661.714285714286,344.904761904762,no_match
bins_12730947,ancestral_repeat,chr1,11630866,11631003,-,0.608695652173913,72.46,-0.96,0.61,0.887386,0.014176,0,0,76.0083333333333,89.5333333333333,32.9916666666667,no_match
bins_13412102,ancestral_repeat,chr1,174846137,174846281,-,0.36551724137931,50.34,0.41,0.31,0.375447,0,0,0,0,0,0,no_match
bins_12869438,ancestral_repeat,chr1,42397619,42397710,-,0.41304347826087,53.12,1.32,0.05,0,0,0,0,0,0,0,no_match
bins_12891909,five_prime_UTR,chr1,47552328,47552459,-,0.704545454545455,70.83,0.50,0.56,0.687562,0.289582,0,0,1640.65322580645,1215.75,1159.04032258065,no_match
bins_13565817,three_prime_UTR,chr1,206127436,206127531,-,0.5625,67.71,-0.86,0.38,0.333776,7.888811,0,0,146.166666666667,3355.75,195,no_match
bins_13328751,ancestral_repeat,chr1,158376094,158376177,-,0.595238095238095,86.90,-0.44,0.67,0.67664,0.721024,0,0,93.7857142857143,132.02380952381,89.3452380952381,no_match
bins_13168725,ancestral_repeat,chr1,100975236,100975350,-,0.260869565217391,64.10,0.57,0.29,0.474259,0.031503,0,0,97.078125,143.859375,89.859375,no_match
bins_396851,ancestral_repeat,chr1,83458274,83458376,+,0.378640776699029,50.49,-0.84,0.34,0.465439,0.011946,0,0,0,0,0,no_match
bins_13280615,three_prime_UTR,chr1,146419874,146420020,-,0.45578231292517,66.44,-0.47,0.55,0.395846,0.004509,0,0,0,0,0,no_match
bins_13089659,three_prime_UTR,chr1,85490470,85490576,-,0.252336448598131,90.09,-0.46,0.43,0.444,0.953161,0,0,1185.55952380952,617.559523809524,115.654761904762,no_match
bins_13371522,three_prime_UTR,chr1,166320744,166320810,-,0.641791044776119,64.71,-1.77,0.38,0.169989,0.341013,0,0,28.4736842105263,71.2368421052632,36.7105263157895,no_match
bins_196619,exon_CCDS,chr1,44174762,44174897,+,0.772058823529412,86.76,-0.05,0.77,0.767635,0.409551,0,0,329.5,1143.20967741935,447.516129032258,no_match
bins_13706816,exon_CCDS,chr1,240518251,240518371,-,0.421487603305785,84.30,-0.19,0.74,0.964413,0.037018,0,0,37.7673611111111,456.190972222222,402.746527777778,no_match
bins_13595864,ancestral_repeat,chr1,211976264,211976348,-,0.470588235294118,57.65,0.33,0.32,0.352125,0,0,0,0,0,0,no_match
bins_779687,ancestral_repeat,chr1,183383949,183384095,+,0.435374149659864,55.10,-0.88,0.47,0.46824,0.040449,0,0,0,0,0,no_match
bins_264859,ancestral_repeat,chr1,57731473,57731582,+,0.481818181818182,48.48,2.19,0.25,0.334158,0,0,0,0,0,0,no_match
bins_965402,exon_CCDS,chr1,222026128,222026256,+,0.449612403100775,89.15,0.93,0.77,1.07572,3.379098,0,0,2412.31451612903,10638.5161290323,1298.32258064516,no_match
bins_449713,ancestral_repeat,chr1,94083871,94083966,+,0.479166666666667,76.04,-2.15,0.55,0.47738,0.060674,1.086,32.431,0,0,0,no_match
bins_13436347,three_prime_UTR,chr1,179209254,179209397,-,0.472222222222222,92.41,-1.99,0.86,0.939292,1.324408,0,0,783.801470588235,1243.50735294118,131.816176470588,no_match
bins_12793697,ancestral_repeat,chr1,26721127,26721273,-,0.523809523809524,35.81,-0.25,0.27,0.527786,0.084201,0,0,367.5125,165.65,125.2,no_match
bins_625966,three_prime_UTR,chr1,153421346,153421488,+,0.559440559440559,60.54,-1.87,0.38,0.599604,0.131788,0,0,80.7205882352941,147.227941176471,69.7205882352941,no_match
bins_638374,exon_CCDS,chr1,156843243,156843362,+,0.491666666666667,84.17,-0.76,0.57,1.03125,0,0,0,169.172413793103,175.327586206897,54.3793103448276,no_match
bins_12757268,ancestral_repeat,chr1,18504382,18504513,-,0.446969696969697,77.78,10.51,-0.00,0.4847,0.097183,0,0,0,0,0,no_match
bins_423002,ancestral_repeat,chr1,88117665,88117748,+,0.25,70.93,0.41,-0.00,0.3581,0,0,0,37,36.0208333333333,51.0625,no_match
bins_967067,exon_CCDS,chr1,222444370,222444519,+,0.373333333333333,84.00,-0.55,0.79,1.2381,9.974032,0,0,911.193548387097,6417.38709677419,1181.74193548387,no_match
bins_46554,three_prime_UTR,chr1,11007248,11007328,+,0.444444444444444,76.92,-1.09,0.33,0.275611,1.085315,0,0,972.75,869.119047619048,91.7619047619048,no_match
bins_916917,three_prime_UTR,chr1,212277465,212277602,+,0.449275362318841,79.71,-1.11,0.52,0.898256,0.850267,0.755,32.050,96.1171875,1223.5234375,973.6484375,no_match
bins_13664485,ancestral_repeat,chr1,227169802,227169855,-,0.37037037037037,33.00,-0.19,-0.00,0.490909,0,0,0,0,0,0,no_match
bins_12711899,ancestral_repeat,chr1,7384153,7384225,-,0.301369863013699,66.67,-0.14,0.45,0.359982,0,0,0,0,0,0,no_match
bins_12971533,ancestral_repeat,chr1,61526894,61526993,-,0.41,33.94,-0.58,-0.00,0.639364,0.041975,0,0,0,0,0,no_match
bins_369922,ancestral_repeat,chr1,79083573,79083688,+,0.336206896551724,55.17,0.54,0.18,0,0.002303,0,0,0,0,0,no_match
bins_12772145,exon_CCDS,chr1,21947190,21947336,-,0.394557823129252,78.23,-1.00,0.82,1.38054,2.929726,0,0,2399.77941176471,3023.91911764706,747.235294117647,no_match
bins_12942207,exon_CCDS,chr1,57253425,57253527,-,0.621359223300971,95.15,0.06,0.57,0.901734,0.175646,0,0,358.913043478261,457.847826086957,326.521739130435,no_match
bins_619706,exon_CCDS,chr1,152211841,152211940,+,0.61,80.58,-1.58,0.53,0.722264,11.381528,0,0,510.659090909091,4150.125,134.261363636364,no_match
bins_12856085,ancestral_repeat,chr1,39879950,39880024,-,0.44,51.95,-0.32,0.28,0,0,0,0,0,0,0,no_match
bins_13682617,exon_CCDS,chr1,234039812,234039952,-,0.432624113475177,82.98,-0.54,0.61,1.12798,0.113172,0,0,83.0083333333333,330.175,512.85,no_match
bins_754414,exon_CCDS,chr1,179152321,179152464,+,0.652777777777778,57.64,0.05,0.38,0.529146,0.159416,0,0,168.681818181818,199.242424242424,55.1818181818182,no_match
bins_13272199,ancestral_repeat,chr1,144247392,144247509,-,0.593220338983051,83.90,-0.47,0.65,1.01192,0.538644,0,0,77.0535714285714,59.4464285714286,69.7142857142857,no_match
bins_750632,three_prime_UTR,chr1,178347824,178347947,+,0.282258064516129,84.68,-0.93,0.43,0.455834,0.277805,0,0,1058.97368421053,829.828947368421,445.657894736842,no_match
bins_898315,three_prime_UTR,chr1,208019240,208019373,+,0.343283582089552,81.34,-0.13,0.53,0.790509,1.371168,0,0,651.03,1882.74,1327.1,no_match
bins_3319,exon_CCDS,chr1,1257539,1257628,+,0.666666666666667,71.11,-0.94,0.41,0.711574,0.116428,0,0,632.25,2418.01086956522,382.173913043478,no_match
bins_13591594,five_prime_UTR,chr1,210939760,210939821,-,0.838709677419355,65.08,1.62,0.35,0.248924,0.813451,0,0,7598.275,5872.625,4108.25,no_match
bins_1049593,exon_CCDS,chr1,247178276,247178408,+,0.496240601503759,48.87,-0.58,0.36,0.677307,0.758481,0,0,809.7265625,1225.421875,274.8671875,no_match
bins_13438158,ancestral_repeat,chr1,179523795,179523933,-,0.359712230215827,57.04,0.24,0.29,0.46108,0.004837,0,0,0,0,0,no_match
bins_13421734,ancestral_repeat,chr1,176006215,176006320,-,0.556603773584906,52.54,-0.99,0.42,0.177008,0.001335,0,0,20.2894736842105,47.8421052631579,54,no_match
bins_65680,exon_CCDS,chr1,16075262,16075356,+,0.505263157894737,95.79,-0.20,0.71,0.828897,0.827724,0,0,1055.20652173913,857.152173913043,426.978260869565,no_match
bins_555584,three_prime_UTR,chr1,116040266,116040362,+,0.680412371134021,33.88,-3.42,0.51,0.613932,0.215175,0,0,769.7,907.32,533.33,no_match
bins_764432,three_prime_UTR,chr1,180791838,180791986,+,0.456375838926175,67.79,0.39,0.56,0.414515,0.038054,0,0,49.3,93.1714285714286,33.0785714285714,no_match
bins_132549,ancestral_repeat,chr1,32074853,32074990,+,0.463768115942029,60.96,-0.46,0.36,0.378937,0,0,0,842.75,537,352.25,no_match
bins_284115,ancestral_repeat,chr1,60725629,60725715,+,0.310344827586207,47.25,-0.27,0.08,0.4,0,0,0,0,0,0,no_match
bins_772378,three_prime_UTR,chr1,182163798,182163898,+,0.495049504950495,67.33,-0.18,0.45,0.525769,1.334514,0,0,554.829545454545,505.409090909091,67.7159090909091,no_match
bins_13074860,ancestral_repeat,chr1,82953241,82953359,-,0.495798319327731,60.33,0.04,0.41,0.230399,0,0,0,0,0,0,no_match
bins_13720616,ancestral_repeat,chr1,243598503,243598642,-,0.528571428571429,54.29,-0.41,0.47,0.668631,0.024895,0,0,0,0,0,no_match
bins_915758,ancestral_repeat,chr1,212162527,212162676,+,0.366666666666667,51.33,-1.21,0.30,0.280538,0.002030,0,0,0,0,0,no_match
bins_13551257,three_prime_UTR,chr1,203380166,203380298,-,0.37593984962406,78.68,-0.25,0.51,0.740976,0.371363,0,0,606.016129032258,614.75,378.193548387097,no_match
bins_13085028,ancestral_repeat,chr1,84545839,84545981,-,0.363636363636364,56.38,0.14,0.04,0.450514,0.004565,0,0,0,0,0,no_match
bins_13226486,three_prime_UTR,chr1,114041421,114041531,-,0.315315315315315,80.18,-1.04,0.64,0.784485,0.448599,0,0,108.851851851852,120.648148148148,37.3703703703704,no_match
bins_556837,ncRNA_3019,chr1,116266484,116266553,+,0.4,58.33,-0.39,0.29,0,0.022470,0,0,22.7368421052632,18.0789473684211,6.10526315789474,no_match
bins_242767,exon_CCDS,chr1,54200269,54200393,+,0.408,85.60,-1.05,0.56,1.08294,0.613425,0,0,168.537037037037,849.453703703704,170.509259259259,no_match
bins_12885486,exon_CCDS,chr1,45893018,45893104,-,0.482758620689655,91.95,-1.62,0.71,0.759108,1.475560,1.198,206.549,1263.5119047619,3925.77380952381,997.97619047619,no_match
bins_12757736,ancestral_repeat,chr1,18569369,18569514,-,0.404109589041096,60.81,-0.48,0.36,0.167736,0.138883,0,0,0,0,0,no_match
bins_770063,three_prime_UTR,chr1,181788580,181788713,+,0.417910447761194,77.78,1.39,0.38,0.413988,1.950297,0,0,2605.72321428571,4306.83035714286,849.0625,no_match
bins_821798,exon_CCDS,chr1,194913211,194913360,+,0.406666666666667,78.67,-0.85,0.71,1.07919,12.036738,0,0,4111.11029411765,3557.89705882353,1189.95588235294,no_match
bins_13613121,five_prime_UTR,chr1,215044925,215045043,-,0.361344537815126,63.64,-0.99,0.43,0.347266,0.027344,0,0,120.648148148148,82.0555555555556,92.0740740740741,no_match
bins_12855924,three_prime_UTR,chr1,39863360,39863498,-,0.546762589928058,46.90,-1.78,0.35,0.588486,1.342119,0,0,50.296875,661.875,100.203125,no_match
bins_644003,ancestral_repeat,chr1,157974580,157974702,+,0.317073170731707,58.91,-0.44,0.15,0.290273,0,0,0,0,0,0,no_match
bins_151731,exon_CCDS,chr1,35801528,35801619,+,0.619565217391304,92.39,0.31,0.72,0.784717,1.387470,0,0,336.488636363636,879.409090909091,261.545454545455,no_match
bins_12690071,exon_CCDS,chr1,2512845,2512941,-,0.608247422680412,80.41,0.54,0.65,0.914065,2.335203,0,0,114.933333333333,742.316666666667,134.983333333333,no_match
bins_13257931,ancestral_repeat,chr1,119812818,119812899,-,0.390243902439024,41.46,-0.34,0.22,0,0.010349,0,0,33.5833333333333,18.3928571428571,33.2857142857143,no_match
bins_13527895,three_prime_UTR,chr1,199643943,199644064,-,0.540983606557377,55.24,-2.48,0.18,0.309558,0.028569,0,0,29.3888888888889,26.4444444444444,41.037037037037,no_match
bins_714291,ancestral_repeat,chr1,171165683,171165830,+,0.364864864864865,64.86,0.24,0.49,0.744681,0.013816,0,0,0,0,0,no_match
bins_12856596,ancestral_repeat,chr1,39950035,39950183,-,0.436241610738255,48.32,-1.14,0.29,0.316639,0,0,0,0,0,0,no_match
bins_13529127,ancestral_repeat,chr1,199812623,199812728,-,0.311320754716981,65.52,-0.04,0.12,0.46398,0.038902,0,0,0,0,0,no_match
bins_33113,three_prime_UTR,chr1,7751002,7751080,+,0.392405063291139,63.16,0.68,0.27,0.590564,0.150542,0,0,92.9605263157895,83.1184210526316,63.5526315789474,no_match
bins_13428994,exon_CCDS,chr1,177354350,177354499,-,0.433333333333333,84.67,1.14,0.90,1.39365,0.287345,0,0,1313.27941176471,1650.08823529412,1340.70588235294,no_match
bins_456924,five_prime_UTR,chr1,95472266,95472367,+,0.823529411764706,49.51,-0.18,0.30,0.224197,0.245046,0,0,652.602941176471,730.779411764706,489.985294117647,no_match
bins_13469096,ancestral_repeat,chr1,185000806,185000940,-,0.451851851851852,47.33,-2.09,0.35,0.293683,0,0,0,122.022727272727,162.204545454545,104.772727272727,no_match
bins_748122,three_prime_UTR,chr1,177590608,177590673,+,0.333333333333333,60.00,-0.04,0.33,0,1.788022,0,0,0,0,0,no_match
bins_858413,three_prime_UTR,chr1,201543703,201543803,+,0.396039603960396,69.31,-0.12,0.59,0.147165,12.846395,0,0,2322.38,6588.49,771.31,no_match
bins_13001603,exon_CCDS,chr1,67131580,67131722,-,0.342657342657343,78.91,-0.22,0.64,0.878216,0.205472,0,0,37.225,113.966666666667,228.3,no_match
bins_13285673,three_prime_UTR,chr1,148504739,148504869,-,0.511450381679389,70.90,-1.87,0.72,0.473907,9.980390,0,0,1252.57291666667,4534.98958333333,497.833333333333,no_match
bins_468630,ancestral_repeat,chr1,97486158,97486244,+,0.275862068965517,58.76,1.20,-0.00,0,0,0,0,0,0,0,no_match
bins_13718657,five_prime_UTR,chr1,243090841,243090961,-,0.40495867768595,63.11,-1.50,0.18,0.256695,1.067297,0,0,4191.44230769231,1898.54807692308,824.75,no_match
bins_26158,three_prime_UTR,chr1,6605197,6605323,+,0.582677165354331,40.16,-0.38,0.32,0.423307,1.260219,0,0,126.939655172414,527.008620689655,80.0431034482759,no_match
bins_13397395,ncRNA_3019,chr1,171676358,171676471,-,0.350877192982456,38.78,-0.48,0.19,0,0.131841,0,0,145.142857142857,147.303571428571,80.375,no_match
bins_547195,ancestral_repeat,chr1,114432455,114432588,+,0.507462686567164,50.75,0.08,0.37,0.49064,0.043468,0,0,0,0,0,no_match
bins_12768654,three_prime_UTR,chr1,20919802,20919923,-,0.680327868852459,41.61,-1.43,0.23,0.389329,0.072876,0,0,229.681034482759,1015.19827586207,175.534482758621,no_match
bins_13578882,exon_CCDS,chr1,207872573,207872689,-,0.658119658119658,77.78,0.04,0.68,1.13911,0.503212,0,0,176.25,8385.44642857143,10029.7142857143,no_match
bins_48978,three_prime_UTR,chr1,11520032,11520110,+,0.556962025316456,52.27,0.13,0.06,0,0.457113,0,0,154.525,116.3375,78.35,no_match
bins_802700,ancestral_repeat,chr1,189857054,189857194,+,0.390070921985816,48.32,-0.68,0.36,0.457368,0,0,0,0,0,0,no_match
bins_429673,three_prime_UTR,chr1,89072995,89073072,+,0.384615384615385,70.89,0.30,0.24,0.293412,0.693035,0,0,4344.11111111111,1676.44444444444,179.944444444444,no_match
bins_228068,ancestral_repeat,chr1,50569322,50569460,+,0.402877697841727,46.90,0.20,0.44,0.364606,0.011694,0,0,329.5,149,495.5,no_match
bins_950659,five_prime_UTR,chr1,218768683,218768732,+,0.78,56.90,5.54,0.13,0,0.742172,0,0,1044.91666666667,1155.375,793.083333333333,no_match
bins_757588,five_prime_UTR,chr1,179648945,179649045,+,0.782178217821782,79.81,-0.03,0.55,0.602681,0,0,0,1789.17,2914.866,1884.818,no_match
bins_12924576,exon_CCDS,chr1,54281625,54281728,-,0.423076923076923,99.04,-0.91,0.97,0.857229,15.787859,3.007,11.383,2200.90384615385,20238.7384615385,3132.75,no_match
bins_13429987,exon_CCDS,chr1,177795430,177795521,-,0.456521739130435,84.78,-2.14,0.81,0.91531,0,0,0,72.1764705882353,35.4411764705882,68.7058823529412,no_match
bins_873448,ancestral_repeat,chr1,203928738,203928885,+,0.398648648648649,69.13,-0.27,0.48,0.811515,0.099742,0,0,0,0,0,no_match
bins_12720596,ancestral_repeat,chr1,9439636,9439741,-,0.415094339622642,51.38,-0.28,0.41,0,0,0,0,145.117647058824,32.9264705882353,41.5147058823529,no_match
bins_12993395,ancestral_repeat,chr1,65742303,65742449,-,0.374149659863946,48.98,-0.20,0.23,0,0.017685,0,0,0,0,0,no_match
bins_12897523,ancestral_repeat,chr1,48280246,48280377,-,0.575757575757576,68.18,-1.06,0.55,0.519214,0.022046,0,0,374.234375,751.75,126.609375,no_match
bins_1003363,three_prime_UTR,chr1,234778259,234778339,+,0.506172839506173,37.65,-1.01,0.11,0,1.886145,0,0,1712.734375,3972.390625,1264.359375,no_match
bins_750654,three_prime_UTR,chr1,178349495,178349629,+,0.348148148148148,72.79,0.29,0.19,0.410771,0.633610,0,0,727.21875,630.578125,293.46875,no_match
bins_222054,ancestral_repeat,chr1,49238564,49238698,+,0.4,66.43,-0.16,0.45,0.602138,0.006020,0,0,49.1875,49.6875,117.53125,no_match
bins_169059,ancestral_repeat,chr1,38771800,38771944,+,0.413793103448276,69.66,-0.41,0.28,0.39621,0,0,0,0,0,0,no_match
bins_590582,three_prime_UTR,chr1,144212290,144212419,+,0.346153846153846,66.15,-0.32,0.26,0.306878,0.606389,0,0,505.258064516129,1686.45161290323,256.58064516129,no_match
bins_595834,three_prime_UTR,chr1,145563843,145563936,+,0.436170212765957,95.74,0.58,0.63,0.614163,2.665407,0,0,219.010869565217,696.891304347826,118.608695652174,no_match
bins_12737937,ancestral_repeat,chr1,13874170,13874285,-,0.370689655172414,62.71,0.29,0.44,0,0,0,0,0,0,0,no_match
bins_13542993,ancestral_repeat,chr1,202060324,202060441,-,0.440677966101695,46.22,-0.31,0.26,0.201212,0.080327,0,0,0,0,0,no_match
bins_12783091,exon_CCDS,chr1,24266066,24266172,-,0.644859813084112,69.57,-0.37,0.53,0.792008,0,0,0,71.2980769230769,121.480769230769,45.4519230769231,no_match
bins_13491505,exon_CCDS,chr1,191416353,191416502,-,0.446666666666667,88.67,-1.00,0.82,1.55633,0.555709,0,0,875.845588235294,275.992647058824,267.183823529412,no_match
bins_13261241,ancestral_repeat,chr1,120439255,120439366,-,0.3125,76.99,0.18,0.46,0.542928,0.005659,0,0,27.764880952381,35.6398809523809,31.6011904761905,no_match
bins_1031319,three_prime_UTR,chr1,241729883,241730014,+,0.356060606060606,49.25,-2.12,0.19,0,2.069251,0,0,210.208333333333,768.208333333333,68.0166666666667,no_match
bins_13455281,ancestral_repeat,chr1,182363416,182363496,-,0.283950617283951,60.49,4.45,-0.00,0,0,0,0,0,0,0,no_match
bins_520876,five_prime_UTR,chr1,109810587,109810698,+,0.705357142857143,69.91,1.41,0.53,0.303247,0.021960,0,0,354.541666666667,420.833333333333,534.21875,no_match
bins_13446036,exon_CCDS,chr1,180819864,180819951,-,0.443181818181818,50.36,-2.16,0.50,0.837967,0.261510,0,0,430.875,375.329545454545,152.602272727273,no_match
